interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
CEP85	PSMB5	Q6P2H3	P28074
CEP85	TERF1	Q6P2H3	P54274
CEP85	LATS2	Q6P2H3	Q9NRM7
CEP85	MOV10	Q6P2H3	Q9HCE1
CEP85	NXF1	Q6P2H3	Q9UBU9
CEP85	MAP3K1	Q6P2H3	Q13233
CEP85	KCMF1	Q6P2H3	Q9P0J7
CEP85	CLEC11A	Q6P2H3	Q9Y240
CEP85	CEP44	Q6P2H3	Q9C0F1
CEP85	CEP63	Q6P2H3	Q96MT8
CEP85	EWSR1	Q6P2H3	Q01844
CEP85	SSX2IP	Q6P2H3	Q9Y2D8
CEP85	PCM1	Q6P2H3	Q15154
CEP85	SPICE1	Q6P2H3	Q8N0Z3
CEP85	CEP128	Q6P2H3	Q6ZU80
CEP85	FBF1	Q6P2H3	Q8TES7
CEP85	RPGRIP1	Q6P2H3	Q96KN7
CEP85	STIL	Q6P2H3	Q15468
CEP85	CEP85	Q6P2H3	Q6P2H3
CEP85	WDYHV1	Q6P2H3	Q96HA8
CEP85	EGLN3	Q6P2H3	Q9H6Z9
CEP85	TRAF2	Q6P2H3	Q12933
CEP85	NR2C2	Q6P2H3	P49116
CCNE2	CDK2	O96020	P24941
CCNE2	FBXW7	O96020	Q969H0
CCNE2	PTEN	O96020	P60484
CCNE2	CDKN1B	O96020	P46527
CCNE2	APP	O96020	P05067
CCNE2	PCNA	O96020	P12004
CCNE2	FBXO7	O96020	Q9Y3I1
ZBTB7B	SP1	O15156	P08047
ZBTB7B	SP3	O15156	Q02447
ZBTB7B	EP300	O15156	Q09472
ZBTB7B	MYBBP1A	O15156	Q9BQG0
ZBTB7B	ZBTB7B	O15156	O15156
ZBTB7B	RELA	O15156	Q04206
ZBTB7B	TFAP4	O15156	Q01664
ZBTB7B	HDAC4	O15156	P56524
ZBTB7B	HDAC5	O15156	Q9UQL6
ZBTB7B	HDAC3	O15156	O15379
ZBTB7B	KPNA2	O15156	P52292
ZBTB7B	KAT5	O15156	Q92993
ZBTB7B	NDN	O15156	Q99608
ZBTB7B	BCL6	O15156	P41182
ZBTB7B	GRB2	O15156	P62993
ZBTB7B	PIN1	O15156	Q13526
ZBTB7B	SH3YL1	O15156	Q96HL8
ZBTB7B	RNF2	O15156	Q99496
ZBTB7B	ESR2	O15156	Q92731
ZBTB7B	ZBTB7A	O15156	O95365
MAPK8IP2	LRP2	Q13387	P98164
MAPK8IP2	LRP8	Q13387	Q14114
MAPK8IP2	MAP3K11	Q13387	Q16584
MAPK8IP2	MAP3K12	Q13387	Q12852
MAPK8IP2	MAP3K10	Q13387	Q02779
MAPK8IP2	MAPK8IP2	Q13387	Q13387
MAPK8IP2	RAI1	Q13387	Q7Z5J4
MAPK8IP2	VCP	Q13387	P55072
MAPK8IP2	SMARCB1	Q13387	Q12824
MAPK8IP2	UNC119	Q13387	Q13432
MAPK8IP2	GBP2	Q13387	P32456
MAPK8IP2	TP53BP2	Q13387	Q13625
MAPK8IP2	CFL1	Q13387	P23528
MAPK8IP2	ITSN1	Q13387	Q15811
MAPK8IP2	RPS6KB2	Q13387	Q9UBS0
MAPK8IP2	ERBB2	Q13387	P04626
MAPK8IP2	APP	Q13387	P05067
MAPK8IP2	FBXW11	Q13387	Q9UKB1
MAPK8IP2	LSM8	Q13387	O95777
MAPK8IP2	SCLT1	Q13387	Q96NL6
MAPK8IP2	HSPA1A	Q13387	P0DMV8
MAPK8IP2	MRE11A	Q13387	-
MAPK8IP2	NUMB	Q13387	P49757
MAPK8IP2	RYBP	Q13387	Q8N488
MAPK8IP2	SRP19	Q13387	P09132
MAPK8IP2	TARBP2	Q13387	Q15633
ANXA5	AI837181	P08758	-
ANXA5	TERF1	P08758	P54274
ANXA5	TINF2	P08758	Q9BSI4
ANXA5	TERF2	P08758	Q15554
ANXA5	CDK2	P08758	P24941
ANXA5	APP	P08758	P05067
ANXA5	NDRG1	P08758	Q92597
ANXA5	HARS	P08758	-
ANXA5	VCP	P08758	P55072
ANXA5	ATF2	P08758	P15336
ANXA5	ASB9	P08758	Q96DX5
ANXA5	CUL7	P08758	Q14999
ANXA5	LRRC15	P08758	Q8TF66
ANXA5	HNRNPA1	P08758	P09651
ANXA5	IQGAP1	P08758	P46940
ANXA5	PDIA3	P08758	P30101
ANXA5	KRAS	P08758	P01116
ANXA5	U2AF2	P08758	P26368
ANXA5	GPI	P08758	P06744
ANXA5	UBE2N	P08758	P61088
ANXA5	SND1	P08758	Q7KZF4
ANXA5	PLS3	P08758	P13797
ANXA5	SNRPB2	P08758	P08579
ANXA5	MRPL12	P08758	P52815
ANXA5	ZNF207	P08758	O43670
ANXA5	CPNE3	P08758	O75131
ANXA5	CS	P08758	O75390
ANXA5	CPSF6	P08758	Q16630
ANXA5	SF3A1	P08758	Q15459
ANXA5	SLC9A1	P08758	P19634
ANXA5	SDHA	P08758	P31040
ANXA5	BRCA1	P08758	P38398
ANXA5	YAP1	P08758	P46937
ANXA5	CFTR	P08758	P13569
ANXA5	RPTOR	P08758	Q8N122
RAD1	RAD9A	O60671	Q99638
RAD1	PARK2	O60671	-
RAD1	RPA1	O60671	P27694
RAD1	RPA2	O60671	P15927
RAD1	FEN1	O60671	P39748
RAD1	ATR	O60671	Q13535
RAD1	COPS5	O60671	Q92905
RAD1	MSH2	O60671	P43246
RAD1	MSH6	O60671	P52701
RAD1	RFC4	O60671	P35249
RAD1	TP53BP1	O60671	Q12888
RAD1	BRCA1	O60671	P38398
RAD1	SIRT6	O60671	Q8N6T7
RAD1	LIG1	O60671	P18858
RAD1	CSNK2A1	O60671	P68400
RAD1	CSNK2A2	O60671	P19784
RAD1	CSNK2B	O60671	P67870
RAD1	RFC5	O60671	P40937
RAD1	RAD1	O60671	O60671
RAD1	KRAS	O60671	P01116
GUCY1B3	NOS3	-	P29474
GUCY1B3	GUCY1A2	-	P33402
GUCY1B3	APP	-	P05067
GUCY1B3	NOX5	-	Q96PH1
GUCY1B3	MTFR2	-	Q6P444
GUCY1B3	BBS2	-	Q9BXC9
TGFBR2	BMPR1A	P37173	P36894
TGFBR2	SMURF2	P37173	Q9HAU4
TGFBR2	SMAD7	P37173	O15105
TGFBR2	CCNB2	P37173	O95067
TGFBR2	CCNB1	P37173	P14635
TGFBR2	PIK3R1	P37173	P27986
TGFBR2	SMURF1	P37173	Q9HCE7
TGFBR2	TRAF6	P37173	Q9Y4K3
TGFBR2	PAK1	P37173	Q13153
TGFBR2	APP	P37173	P05067
TGFBR2	IQGAP1	P37173	P46940
TGFBR2	GOPC	P37173	Q9HD26
TGFBR2	TRAF4	P37173	Q9BUZ4
TGFBR2	CBL	P37173	P22681
TGFBR2	CDC6	P37173	Q99741
TGFBR2	TYK2	P37173	P29597
TGFBR2	JAK1	P37173	P23458
TGFBR2	RAB6A	P37173	P20340
TGFBR2	ERBB2	P37173	P04626
TGFBR2	FGFR1	P37173	P11362
TGFBR2	DIP2A	P37173	Q14689
TGFBR2	ACVR1B	P37173	P36896
TGFBR2	EIF3I	P37173	Q13347
TGFBR2	RASSF1	P37173	Q9NS23
TGFBR2	TDGF1	P37173	P13385
TGFBR2	PSMD11	P37173	O00231
TGFBR2	PSMC1	P37173	P62191
TGFBR2	EIF3A	P37173	Q14152
TGFBR2	CDC5L	P37173	Q99459
TGFBR2	GTPBP4	P37173	Q9BZE4
TGFBR2	PSMD14	P37173	O00487
TGFBR2	PKM	P37173	P14618
TGFBR2	PSMA3	P37173	P25788
TGFBR2	STAT1	P37173	P42224
TGFBR2	PSMC4	P37173	P43686
TGFBR2	RPS3A	P37173	P61247
TGFBR2	RPL8	P37173	P62917
TGFBR2	SPTAN1	P37173	Q13813
TGFBR2	CKAP5	P37173	Q14008
TGFBR2	YTHDF2	P37173	Q9Y5A9
TGFBR2	VCP	P37173	P55072
TGFBR2	BTRC	P37173	Q9Y297
TGFBR2	CUL1	P37173	Q13616
C4orf22	APP	-	P05067
TAF7	TBP	Q15545	P20226
TAF7	TAF15	Q15545	Q92804
TAF7	TAF1	Q15545	P21675
TAF7	TAF5	Q15545	Q15542
TAF7	TRIM24	Q15545	O15164
TAF7	TAF10	Q15545	Q12962
TAF7	GATA1	Q15545	P15976
TAF7	IKBKG	Q15545	Q9Y6K9
TAF7	VDR	Q15545	P11473
TAF7	SETD7	Q15545	Q8WTS6
TAF7	TAF8	Q15545	Q7Z7C8
TAF7	CDK7	Q15545	P50613
TAF7	CDK9	Q15545	P50750
TAF7	MAP1LC3B	Q15545	Q9GZQ8
TAF7	CPSF1	Q15545	Q10570
TAF7	TAF9B	Q15545	Q9HBM6
TAF7	TAF6	Q15545	P49848
TAF7	TRRAP	Q15545	Q9Y4A5
TAF7	HIST3H3	Q15545	-
TAF7	MED26	Q15545	O95402
TAF7	FAU	Q15545	P35544|P62861
TAF7	CCNA2	Q15545	P20248
TAF7	CDK2	Q15545	P24941
TAF7	SNCA	Q15545	P37840
TAF7	JMJD6	Q15545	Q6NYC1
TAF7	TAF13	Q15545	Q15543
TAF7	TAF2	Q15545	Q6P1X5
TAF7	TAF4B	Q15545	Q92750
TAF7	KLHL12	Q15545	Q53G59
PLS3	IKBKE	P13797	Q14164
PLS3	Mapk13	P13797	-
PLS3	CUL5	P13797	Q93034
PLS3	APP	P13797	P05067
PLS3	SOD1	P13797	P00441
PLS3	CLNS1A	P13797	P54105
PLS3	FDPS	P13797	P14324
PLS3	THOP1	P13797	P52888
PLS3	STAU1	P13797	O95793
PLS3	LUZP4	P13797	Q9P127
PLS3	ENO2	P13797	P09104
PLS3	HSPE1	P13797	P61604
PLS3	EZR	P13797	P15311
PLS3	HARS	P13797	-
PLS3	MSN	P13797	P26038
PLS3	RDX	P13797	P35241
PLS3	STIP1	P13797	P31948
PLS3	TAGLN	P13797	Q01995
PLS3	TKT	P13797	P29401
PLS3	EWSR1	P13797	Q01844
PLS3	Actb	P13797	-
PLS3	KLHL23	P13797	Q8NBE8
PLS3	GPI	P13797	P06744
PLS3	UBE2N	P13797	P61088
PLS3	SND1	P13797	Q7KZF4
PLS3	SNRPB2	P13797	P08579
PLS3	DLD	P13797	P09622
PLS3	DNM1L	P13797	O00429
PLS3	UBE2M	P13797	P61081
PLS3	EFTUD2	P13797	Q15029
PLS3	HEXIM1	P13797	O94992
PLS3	CDK9	P13797	P50750
PLS3	USP14	P13797	P54578
KHDRBS1	RIPK1	Q07666	Q13546
KHDRBS1	RAPSN	Q07666	Q13702
KHDRBS1	CREBBP	Q07666	Q92793
KHDRBS1	PRMT1	Q07666	Q99873
KHDRBS1	TUBB3	Q07666	Q13509
KHDRBS1	GRB2	Q07666	P62993
KHDRBS1	PIK3R1	Q07666	P27986
KHDRBS1	IRS1	Q07666	P35568
KHDRBS1	CRK	Q07666	P46108
KHDRBS1	STAT3	Q07666	P40763
KHDRBS1	YTHDC1	Q07666	Q96MU7
KHDRBS1	NCF1	Q07666	P14598
KHDRBS1	KHDRBS1	Q07666	Q07666
KHDRBS1	PTK6	Q07666	Q13882
KHDRBS1	DHX9	Q07666	Q08211
KHDRBS1	ITK	Q07666	Q08881
KHDRBS1	WBP4	Q07666	O75554
KHDRBS1	Khdrbs3	Q07666	-
KHDRBS1	HNRNPK	Q07666	P61978
KHDRBS1	KHDRBS2	Q07666	Q5VWX1
KHDRBS1	PACSIN3	Q07666	Q9UKS6
KHDRBS1	SMARCA2	Q07666	P51531
KHDRBS1	SRRM1	Q07666	Q8IYB3
KHDRBS1	CASP8	Q07666	Q14790
KHDRBS1	EBNA-LP	Q07666	-
KHDRBS1	YES1	Q07666	P07947
KHDRBS1	NPHP1	Q07666	O15259
KHDRBS1	DLG4	Q07666	P78352
KHDRBS1	FRK	Q07666	P42685
KHDRBS1	ITSN1	Q07666	Q15811
KHDRBS1	MYO1C	Q07666	O00159
KHDRBS1	SH3YL1	Q07666	Q96HL8
KHDRBS1	SKAP2	Q07666	O75563
KHDRBS1	UBASH3B	Q07666	Q8TF42
KHDRBS1	VAV1	Q07666	P15498
KHDRBS1	TJP1	Q07666	Q07157
KHDRBS1	CUL3	Q07666	Q13618
KHDRBS1	HNRNPR	Q07666	O43390
KHDRBS1	HNRNPC	Q07666	P07910
KHDRBS1	ESR1	Q07666	P03372
KHDRBS1	U2AF2	Q07666	P26368
KHDRBS1	RBM7	Q07666	Q9Y580
KHDRBS1	DDX5	Q07666	P17844
KHDRBS1	SMAD2	Q07666	Q15796
KHDRBS1	CBX6	Q07666	O95503
KHDRBS1	TNFRSF1A	Q07666	P19438
KHDRBS1	CD81	Q07666	P60033
KHDRBS1	CRKL	Q07666	P46109
KHDRBS1	TBL1X	Q07666	O60907
KHDRBS1	POT1	Q07666	Q9NUX5
KHDRBS1	ACTB	Q07666	P60709
KHDRBS1	APBB1	Q07666	O00213
KHDRBS1	rev	Q07666	-
KHDRBS1	RPA1	Q07666	P27694
KHDRBS1	RPA2	Q07666	P15927
KHDRBS1	LGR4	Q07666	Q9BXB1
KHDRBS1	ZBTB7A	Q07666	O95365
KHDRBS1	CUL7	Q07666	Q14999
KHDRBS1	CCDC8	Q07666	Q9H0W5
KHDRBS1	SUZ12	Q07666	Q15022
KHDRBS1	RNF2	Q07666	Q99496
KHDRBS1	FBXW11	Q07666	Q9UKB1
KHDRBS1	ATXN2	Q07666	Q99700
KHDRBS1	COPA	Q07666	P53621
KHDRBS1	DDX17	Q07666	Q92841
KHDRBS1	DHX15	Q07666	O43143
KHDRBS1	SRSF3	Q07666	P84103
KHDRBS1	NCSTN	Q07666	Q92542
KHDRBS1	RBM15	Q07666	Q96T37
KHDRBS1	SYNCRIP	Q07666	O60506
KHDRBS1	WBP11	Q07666	Q9Y2W2
KHDRBS1	BANP	Q07666	Q8N9N5
KHDRBS1	HDAC6	Q07666	Q9UBN7
KHDRBS1	EWSR1	Q07666	Q01844
KHDRBS1	SRPK2	Q07666	P78362
KHDRBS1	CLK1	Q07666	P49759
KHDRBS1	HIST1H3E	Q07666	-
KHDRBS1	HNRNPA1	Q07666	P09651
KHDRBS1	MPHOSPH8	Q07666	Q99549
KHDRBS1	CRY1	Q07666	Q16526
KHDRBS1	SNW1	Q07666	Q13573
KHDRBS1	CDC5L	Q07666	Q99459
KHDRBS1	UBC	Q07666	P0CG48
KHDRBS1	BRCA1	Q07666	P38398
KHDRBS1	HDAC4	Q07666	P56524
KHDRBS1	GSK3A	Q07666	P49840
KHDRBS1	MED12	Q07666	Q93074
KHDRBS1	PCBP1	Q07666	Q15365
KHDRBS1	CUL4B	Q07666	Q13620
KHDRBS1	UBE2M	Q07666	P61081
KHDRBS1	CHD3	Q07666	Q12873
KHDRBS1	UBE3A	Q07666	Q05086
KHDRBS1	SNAI1	Q07666	O95863
KHDRBS1	KIT	Q07666	P10721
KHDRBS1	ATG16L1	Q07666	Q676U5
KHDRBS1	PHB	Q07666	P35232
KHDRBS1	PPP1CC	Q07666	P36873
KHDRBS1	MECOM	Q07666	Q03112
ACTR3B	ARPC1A	Q9P1U1	Q92747
ACTR3B	ACTR2	Q9P1U1	P61160
ACTR3B	ARPC4	Q9P1U1	P59998
ACTR3B	CDK4	Q9P1U1	P11802
ACTR3B	CCAR2	Q9P1U1	Q8N163
ACTR3B	PAN2	Q9P1U1	Q504Q3
ACTR3B	ACTR3	Q9P1U1	P61158
ACTR3B	CCT6A	Q9P1U1	P40227
ACTR3B	TCP1	Q9P1U1	P17987
ACTR3B	CCT2	Q9P1U1	P78371
ACTR3B	CCT8	Q9P1U1	P50990
ACTR3B	PDCL	Q9P1U1	Q13371
ACTR3B	CFTR	Q9P1U1	P13569
ACTR3B	ACTR3B	Q9P1U1	Q9P1U1
VAV1	XRCC6	P15498	P12956
VAV1	EMD	P15498	P50402
VAV1	BLNK	P15498	Q8WV28
VAV1	PIK3R1	P15498	P27986
VAV1	XRCC5	P15498	P13010
VAV1	TYK2	P15498	P29597
VAV1	TEC	P15498	P42680
VAV1	PRLR	P15498	P16471
VAV1	JUN	P15498	P05412
VAV1	SOCS1	P15498	O15524
VAV1	EPOR	P15498	P19235
VAV1	JAK2	P15498	O60674
VAV1	PDGFRB	P15498	P09619
VAV1	SYK	P15498	P43405
VAV1	RAF1	P15498	P04049
VAV1	MAPK1	P15498	P28482
VAV1	GRB2	P15498	P62993
VAV1	HNRNPK	P15498	P61978
VAV1	PAG1	P15498	Q9NWQ8
VAV1	CBL	P15498	P22681
VAV1	PTPN6	P15498	P29350
VAV1	SIAH1	P15498	Q8IUQ4
VAV1	S100B	P15498	P04271
VAV1	SUZ12	P15498	Q15022
VAV1	EED	P15498	O75530
VAV1	TUBA1A	P15498	Q71U36
VAV1	FGFR1	P15498	P11362
VAV1	DOK1	P15498	Q99704
VAV1	NOTCH1	P15498	P46531
VAV1	PTPN22	P15498	Q9Y2R2
VAV1	ERBB2	P15498	P04626
VAV1	ERBB3	P15498	P21860
VAV1	NUB1	P15498	Q9Y5A7
VAV1	ACTBL2	P15498	Q562R1
VAV1	CHEK1	P15498	O14757
VAV1	ATG16L1	P15498	Q676U5
GAB2	BCR	Q9UQC2	P11274
GAB2	GRB2	Q9UQC2	P62993
GAB2	ARHGAP32	Q9UQC2	A7KAX9
GAB2	PTPN6	Q9UQC2	P29350
GAB2	PIK3R1	Q9UQC2	P27986
GAB2	AKT1	Q9UQC2	P31749
GAB2	CRKL	Q9UQC2	P46109
GAB2	CRK	Q9UQC2	P46108
GAB2	MAPK1	Q9UQC2	P28482
GAB2	MAPK3	Q9UQC2	P27361
GAB2	MARK2	Q9UQC2	Q7KZI7
GAB2	GAB1	Q9UQC2	Q13480
GAB2	GAB2	Q9UQC2	Q9UQC2
GAB2	YWHAE	Q9UQC2	P62258
GAB2	FRS2	Q9UQC2	Q8WU20
GAB2	KSR1	Q9UQC2	Q8IVT5
GAB2	LIMA1	Q9UQC2	Q9UHB6
GAB2	TESK2	Q9UQC2	Q96S53
GAB2	ZNF638	Q9UQC2	Q14966
GAB2	AGAP1	Q9UQC2	Q9UPQ3
GAB2	HDAC4	Q9UQC2	P56524
GAB2	KRAS	Q9UQC2	P01116
PIP4K2C	POC1B	Q8TBX8	Q8TC44
PIP4K2C	ELAVL1	Q8TBX8	Q15717
PIP4K2C	APP	Q8TBX8	P05067
PIP4K2C	PIP4K2C	Q8TBX8	Q8TBX8
PIP4K2C	CSNK2A2	Q8TBX8	P19784
PIP4K2C	EAF1	Q8TBX8	Q96JC9
PIP4K2C	LZTS2	Q8TBX8	Q9BRK4
PIP4K2C	ZRANB2	Q8TBX8	O95218
PIP4K2C	CSNK2A1	Q8TBX8	P68400
PIP4K2C	CSNK2B	Q8TBX8	P67870
PIP4K2C	DDX23	Q8TBX8	Q9BUQ8
PIP4K2C	MED4	Q8TBX8	Q9NPJ6
PIP4K2C	NF2	Q8TBX8	P35240
PIP4K2C	Mdm2	Q8TBX8	-
PIP4K2C	HIF1AN	Q8TBX8	Q9NWT6
PIP4K2C	CAMKV	Q8TBX8	Q8NCB2
PIP4K2C	GSPT2	Q8TBX8	Q8IYD1
PIP4K2C	TNFRSF1A	Q8TBX8	P19438
PIP4K2C	HSD17B10	Q8TBX8	Q99714
PIP4K2C	EFTUD2	Q8TBX8	Q15029
PIP4K2C	FLCN	Q8TBX8	Q8NFG4
PIP4K2C	NR2C2	Q8TBX8	P49116
TIMM10	Nedd4	P62072	-
TIMM10	TIMM9	P62072	Q9Y5J7
TIMM10	UQCRB	P62072	P14927
TIMM10	HNRNPR	P62072	O43390
TIMM10	RPS2	P62072	P15880
TIMM10	SSR4	P62072	P51571
TIMM10	TIMM13	P62072	Q9Y5L4
SIAH1	RBBP8	Q8IUQ4	Q99708
SIAH1	UBE2E3	Q8IUQ4	Q969T4
SIAH1	UBE2D1	Q8IUQ4	P51668
SIAH1	TBL1X	Q8IUQ4	O60907
SIAH1	SIAH1	Q8IUQ4	Q8IUQ4
SIAH1	NUMB	Q8IUQ4	P49757
SIAH1	DCC	Q8IUQ4	P43146
SIAH1	HIF1AN	Q8IUQ4	Q9NWT6
SIAH1	PIAS1	Q8IUQ4	O75925
SIAH1	UBE2I	Q8IUQ4	P63279
SIAH1	UBE2D3	Q8IUQ4	P61077
SIAH1	UBE2D4	Q8IUQ4	Q9Y2X8
SIAH1	UBE2N	Q8IUQ4	P61088
SIAH1	UBE2K	Q8IUQ4	P61086
SIAH1	PML	Q8IUQ4	P29590
SIAH1	RARA	Q8IUQ4	P10276
SIAH1	UBE2E2	Q8IUQ4	Q96LR5
SIAH1	HERPUD1	Q8IUQ4	Q15011
SIAH1	ATXN7	Q8IUQ4	O15265
SIAH1	SNCA	Q8IUQ4	P37840
SIAH1	TERF2	Q8IUQ4	Q15554
SIAH1	USP19	Q8IUQ4	O94966
SIAH1	HTT	Q8IUQ4	P42858
SIAH1	RNF2	Q8IUQ4	Q99496
SIAH1	ATN1	Q8IUQ4	P54259
SIAH1	NPM1	Q8IUQ4	P06748
SIAH1	PUF60	Q8IUQ4	Q9UHX1
SIAH1	TNK2	Q8IUQ4	Q07912
SIAH1	HIPK3	Q8IUQ4	Q9H422
SIAH1	MYD88	Q8IUQ4	Q99836
SIAH1	STAT3	Q8IUQ4	P40763
SIAH1	TP53BP2	Q8IUQ4	Q13625
SIAH1	COPS5	Q8IUQ4	Q92905
SIAH1	TRIM23	Q8IUQ4	P36406
SIAH1	BCL6	Q8IUQ4	P41182
SIAH1	FLI1	Q8IUQ4	Q01543
SIAH1	PFKM	Q8IUQ4	P08237
SIAH1	TRIM27	Q8IUQ4	P14373
SIAH1	CDK5R1	Q8IUQ4	Q15078
SIAH1	PRPF31	Q8IUQ4	Q8WWY3
SIAH1	TOLLIP	Q8IUQ4	Q9H0E2
SIAH1	ZCCHC10	Q8IUQ4	Q8TBK6
SIAH1	WDYHV1	Q8IUQ4	Q96HA8
SIAH1	OTUB2	Q8IUQ4	Q96DC9
SIAH1	TRIM7	Q8IUQ4	Q9C029
SIAH1	OPRD1	Q8IUQ4	P41143
SIAH1	DLD	Q8IUQ4	P09622
SIAH1	LATS2	Q8IUQ4	Q9NRM7
SIAH1	CDKN1B	Q8IUQ4	P46527
SIAH1	PARD6B	Q8IUQ4	Q9BYG5
SIAH1	ZYX	Q8IUQ4	Q15942
SIAH1	NGFR	Q8IUQ4	P08138
SSX2IP	NEDD1	Q9Y2D8	Q8NHV4
SSX2IP	ACTN1	Q9Y2D8	P12814
SSX2IP	USP11	Q9Y2D8	P51784
SSX2IP	ELAVL1	Q9Y2D8	Q15717
SSX2IP	YWHAZ	Q9Y2D8	P63104
SSX2IP	IKBKG	Q9Y2D8	Q9Y6K9
SSX2IP	LATS2	Q9Y2D8	Q9NRM7
SSX2IP	NDN	Q9Y2D8	Q99608
SSX2IP	EIF4A2	Q9Y2D8	Q14240
SSX2IP	KRT15	Q9Y2D8	P19012
SSX2IP	KRT31	Q9Y2D8	Q15323
SSX2IP	MFAP1	Q9Y2D8	P55081
SSX2IP	MOS	Q9Y2D8	P00540
SSX2IP	TRIM37	Q9Y2D8	O94972
SSX2IP	PRKAA1	Q9Y2D8	Q13131
SSX2IP	PKN1	Q9Y2D8	Q16512
SSX2IP	PSMA1	Q9Y2D8	P25786
SSX2IP	TBP	Q9Y2D8	P20226
SSX2IP	TP53BP2	Q9Y2D8	Q13625
SSX2IP	ZNF3	Q9Y2D8	P17036
SSX2IP	ZRSR2	Q9Y2D8	Q15696
SSX2IP	NAA10	Q9Y2D8	P41227
SSX2IP	LATS1	Q9Y2D8	O95835
SSX2IP	KAT5	Q9Y2D8	Q92993
SSX2IP	WDR5	Q9Y2D8	P61964
SSX2IP	PRPF31	Q9Y2D8	Q8WWY3
SSX2IP	C11orf54	Q9Y2D8	Q9H0W9
SSX2IP	CHCHD3	Q9Y2D8	Q9NX63
SSX2IP	CEP55	Q9Y2D8	Q53EZ4
SSX2IP	TRIM54	Q9Y2D8	Q9BYV2
SSX2IP	KLHL42	Q9Y2D8	Q9P2K6
SSX2IP	INO80B	Q9Y2D8	Q9C086
SSX2IP	FBF1	Q9Y2D8	Q8TES7
SSX2IP	MRPL53	Q9Y2D8	Q96EL3
SSX2IP	SSX2IP	Q9Y2D8	Q9Y2D8
SSX2IP	KRT40	Q9Y2D8	Q6A162
SSX2IP	ZMAT2	Q9Y2D8	Q96NC0
SSX2IP	BRCA1	Q9Y2D8	P38398
SSX2IP	BTRC	Q9Y2D8	Q9Y297
SSX2IP	MED4	Q9Y2D8	Q9NPJ6
SSX2IP	HERC2	Q9Y2D8	O95714
SSX2IP	CEP128	Q9Y2D8	Q6ZU80
SSX2IP	LCA5	Q9Y2D8	Q86VQ0
SSX2IP	CEP290	Q9Y2D8	O15078
SSX2IP	PCM1	Q9Y2D8	Q15154
SSX2IP	TUBA1A	Q9Y2D8	Q71U36
SSX2IP	TUBB2A	Q9Y2D8	Q13885
SSX2IP	DNAJA3	Q9Y2D8	Q96EY1
SSX2IP	NUMA1	Q9Y2D8	Q14980
SSX2IP	SCLT1	Q9Y2D8	Q96NL6
SSX2IP	SREK1	Q9Y2D8	Q8WXA9
SSX2IP	DVL2	Q9Y2D8	O14641
SSX2IP	HAUS8	Q9Y2D8	Q9BT25
SSX2IP	KATNA1	Q9Y2D8	O75449
SSX2IP	KATNB1	Q9Y2D8	Q9BVA0
SSX2IP	KIAA0753	Q9Y2D8	Q2KHM9
SSX2IP	WDR83	Q9Y2D8	Q9BRX9
SSX2IP	XRN1	Q9Y2D8	Q8IZH2
SSX2IP	HAUS1	Q9Y2D8	Q96CS2
SSX2IP	IPO8	Q9Y2D8	O15397
SSX2IP	IRAK1	Q9Y2D8	P51617
SSX2IP	SEC24B	Q9Y2D8	O95487
SSX2IP	TBK1	Q9Y2D8	Q9UHD2
SSX2IP	TRIM9	Q9Y2D8	Q9C026
SSX2IP	CEP104	Q9Y2D8	O60308
SSX2IP	SPICE1	Q9Y2D8	Q8N0Z3
SSX2IP	CEP63	Q9Y2D8	Q96MT8
SSX2IP	NIN	Q9Y2D8	Q8N4C6
SSX2IP	STIL	Q9Y2D8	Q15468
SSX2IP	XRCC3	Q9Y2D8	O43542
SSX2IP	FGFR1OP	Q9Y2D8	O95684
SSX2IP	SDHAF2	Q9Y2D8	Q9NX18
SSX2IP	Cep135	Q9Y2D8	-
SSX2IP	PTPN22	Q9Y2D8	Q9Y2R2
SSX2IP	LZTS2	Q9Y2D8	Q9BRK4
SSX2IP	EGLN3	Q9Y2D8	Q9H6Z9
SSX2IP	WDYHV1	Q9Y2D8	Q96HA8
SSX2IP	BCL6	Q9Y2D8	P41182
SSX2IP	MCM7	Q9Y2D8	P33993
SSX2IP	GOLGA2	Q9Y2D8	Q08379
SSX2IP	PRKAB2	Q9Y2D8	O43741
ASNA1	PSMB5	-	P28074
ASNA1	RUVBL2	-	Q9Y230
ASNA1	CACNA1A	-	O00555
ASNA1	TK1	-	P04183
ASNA1	TTR	-	P02766
ASNA1	PFDN1	-	O60925
ASNA1	STX5	-	Q13190
ASNA1	RARS	-	-
ASNA1	UBC	-	P0CG48
ASNA1	SGTA	-	O43765
ASNA1	CUL7	-	Q14999
ASNA1	RNF126	-	Q9BV68
ASNA1	DNAJB2	-	P25686
ASNA1	PSMB1	-	P20618
ASNA1	PSMB6	-	P28072
ASNA1	PSMA2	-	P25787
ASNA1	CCND2	-	P30279
ASNA1	ASNA1	-	-
ASNA1	COG3	-	Q96JB2
ASNA1	NUDC	-	Q9Y266
ASNA1	SEC22B	-	O75396
ASNA1	SRP19	-	P09132
ASNA1	TAF2	-	Q6P1X5
ASNA1	WDR61	-	Q9GZS3
ASNA1	EGLN3	-	Q9H6Z9
ASNA1	MAPK6	-	Q16659
ASNA1	PSMD14	-	O00487
ASNA1	ESR2	-	Q92731
